[00:09.730 --> 00:10.110]  Zero.
[01:26:32.700 --> 01:26:34.300]  And he's throwing up, too.
[01:26:34.840 --> 01:26:36.700]  He's not out because he spilled something on himself.
[01:26:38.240 --> 01:26:39.080]  Too busy
[01:26:39.080 --> 01:26:41.060]  sucking down a chili dog off-frame.
[01:26:41.640 --> 01:26:43.340]  He was probably sucking on a chili dog,
[01:26:43.400 --> 01:26:45.580]  wasn't paying attention, hit a kid on a skateboard.
[01:26:45.840 --> 01:26:46.460]  Oh, no.
[01:26:47.200 --> 01:26:49.240]  Cops had to come, ambulance was over there.
[01:26:51.100 --> 01:26:51.400]  Trip!
[01:26:52.420 --> 01:26:53.580]  He's double fisting.
[01:26:56.960 --> 01:26:57.600]  That's a meme.
[01:26:57.840 --> 01:26:58.320]  That's a meme.
[01:26:58.440 --> 01:26:59.180]  I'll give you that.
[01:26:59.420 --> 01:26:59.560]  Where?
[01:27:00.960 --> 01:27:01.840]  That meme.
[01:27:03.460 --> 01:27:06.080]  The lady who I want to help cross the street here in a second.
[01:27:06.560 --> 01:27:07.660]  That's no meme.
[01:27:07.840 --> 01:27:10.360]  Dude, that is a definite meme.
[01:27:10.540 --> 01:27:11.860]  Let's see how she crosses the street.
[01:27:12.040 --> 01:27:13.000]  Yeah, let's watch her walk.
[01:27:14.020 --> 01:27:15.560]  Maybe incompetently, but...
[01:27:15.560 --> 01:27:16.780]  Now I need go-kart.
[01:27:17.580 --> 01:27:19.540]  And I'm missing go-kart from a bingo.
[01:27:20.160 --> 01:27:21.720]  I don't think I've ever seen go-kart.
[01:27:23.580 --> 01:27:25.000]  Go-kart used to happen all the time.
[01:27:25.240 --> 01:27:25.540]  Flake!
[01:27:26.380 --> 01:27:26.860]  What?
[01:27:28.280 --> 01:27:29.960]  We got litterbug, right?
[01:27:31.460 --> 01:27:31.960]  No.
[01:27:32.160 --> 01:27:35.660]  I tried to get it, I saw a lady drop a cigarette.
[01:27:35.820 --> 01:27:36.420]  Nobody believed me.
[01:27:37.540 --> 01:27:39.240]  I need litterbug now too.
[01:27:39.500 --> 01:27:40.500]  Nobody believed me.
[01:27:42.460 --> 01:27:43.500]  I was telling the truth.
[01:27:43.620 --> 01:27:44.640]  Nobody would listen.
[01:27:45.800 --> 01:27:47.810]  Look, that's jeans and sandals.
[01:27:48.900 --> 01:27:50.320]  Yeah, that's fucking gross.
[01:27:50.600 --> 01:27:51.040]  Oh my god.
[01:27:53.160 --> 01:27:54.000]  Dropped something.
[01:27:54.040 --> 01:27:55.420]  Oh, what was that?
[01:27:55.780 --> 01:27:57.060]  Were you looking at the car?
[01:27:57.620 --> 01:27:59.940]  I had a spoiler, so I wasn't...
[01:27:59.940 --> 01:28:01.380]  Was that a luxury car?
[01:28:01.860 --> 01:28:02.320]  I don't know.
[01:28:02.660 --> 01:28:04.980]  I don't know if I would call it luxury.
[01:28:06.520 --> 01:28:06.800]  Sorry.
[01:28:06.980 --> 01:28:09.800]  It was definitely souped up, but I don't know if it was luxury.
[01:28:10.240 --> 01:28:10.560]  Yeah.
[01:28:11.840 --> 01:28:13.080]  Not enough to go on.
[01:28:14.500 --> 01:28:16.100]  How do you guys feel about soup?
[01:28:16.820 --> 01:28:17.600]  I'm against it.
[01:28:17.600 --> 01:28:19.100]  I hate soup.
[01:28:19.920 --> 01:28:20.680]  It's got to be cold.
[01:28:20.800 --> 01:28:24.340]  I like it when it doesn't go on the tip of my penis.
[01:28:27.240 --> 01:28:33.580]  I love that we do these live events and we spend 60% of the time making jokes to episodes that haven't come out yet.
[01:28:33.660 --> 01:28:34.860]  Yeah, they have not come out yet.
[01:28:34.940 --> 01:28:35.860]  Was that even in an episode?
[01:28:36.760 --> 01:28:38.620]  No, no, it's not.
[01:28:39.180 --> 01:28:40.880]  It's in a fuckface-off, I think.
[01:28:41.200 --> 01:28:42.180]  Yeah, it's a fuckface-off.
[01:28:43.060 --> 01:28:44.200]  It's just leading up to it.
[01:28:45.180 --> 01:28:47.260]  But it gets referenced in the fuckface-off.
[01:28:49.560 --> 01:28:55.960]  It's a joke that the audience will never hear the beginning of, but they will hear it referenced for the next 20 years.
[01:28:56.280 --> 01:28:56.900]  Reset it!
[01:28:57.180 --> 01:28:58.280]  I'll just get the punchline.
[01:28:59.260 --> 01:29:01.120]  Wait, is there anything on this screen we can capture?
[01:29:01.540 --> 01:29:02.820]  Anything we can take!
[01:29:04.860 --> 01:29:05.740]  Go back!
[01:29:08.820 --> 01:29:14.280]  It's fucking wild that there hasn't been any kind of a public services vehicle go by.
[01:29:14.840 --> 01:29:16.500]  Oh, I accidentally knocked that drink out of her hand.
[01:29:16.500 --> 01:29:17.000]  Come on.
[01:29:18.940 --> 01:29:19.820]  Accidentally chug it.
[01:29:20.160 --> 01:29:21.280]  It's fun to litter.
[01:29:23.480 --> 01:29:24.280]  Accidentally chug.
[01:29:25.360 --> 01:29:26.580]  Oh, that's an open shirt.
[01:29:27.240 --> 01:29:28.040]  Oh, yeah, big time.
[01:29:28.380 --> 01:29:30.680]  Oh, you know, open shirt, we were talking about adding in.
[01:29:31.640 --> 01:29:32.940]  Hey, there's a dude with your fat tires.
[01:29:34.900 --> 01:29:36.400]  Oh, yeah, fat trike.
[01:29:38.140 --> 01:29:40.920]  Hey, Andrew, it looks like there's a cab over there about to turn in.
[01:29:40.940 --> 01:29:41.200]  Oh, hit the car.
[01:29:41.940 --> 01:29:43.560]  I'm giving up on pink necklace.
[01:29:43.560 --> 01:29:44.340]  That was...
[01:29:45.420 --> 01:29:46.900]  He was still in it!
[01:29:48.960 --> 01:29:51.800]  Was he trying to draw the outline of that car?
[01:29:52.280 --> 01:29:52.640]  What?
[01:29:53.120 --> 01:29:55.680]  Put your fucking clothes on, meathead.
[01:29:56.040 --> 01:29:57.060]  That's disgusting.
[01:29:57.400 --> 01:30:00.020]  You're still muscular with a t-shirt on, dude.
[01:30:00.140 --> 01:30:00.560]  We get it.
[01:30:01.100 --> 01:30:02.540]  There was a kid here ten minutes ago.
[01:30:05.560 --> 01:30:07.320]  There's dogs around. It's inappropriate.
[01:30:07.780 --> 01:30:08.020]  Yeah.
[01:30:09.520 --> 01:30:10.720]  It's offensive.
[01:30:10.720 --> 01:30:10.940]  It's offensive.
[01:30:18.020 --> 01:30:20.280]  See, this appears to be a black taxi, Andrew.
[01:30:20.440 --> 01:30:20.980]  That's unfortunate.
[01:30:26.740 --> 01:30:28.600]  Andrew's going to be so mad.
[01:30:29.960 --> 01:30:32.800]  Maybe we should add one for riding on the side of the street.
[01:30:33.580 --> 01:30:34.820]  Oh, yeah, on the sidewalk?
[01:30:35.200 --> 01:30:35.520]  Yeah.
[01:30:36.560 --> 01:30:37.420]  Sidewalk surfer.
[01:30:38.060 --> 01:30:40.100]  What does security in this place need?
[01:30:42.540 --> 01:30:44.720]  It's pretty hairy in there at Sloppy Joe's.
[01:30:44.920 --> 01:30:46.120]  Who bounces the bouncers?
[01:30:51.700 --> 01:30:53.080]  Alright, this is getting ridiculous.
[01:30:53.800 --> 01:30:54.680]  This is crazy.
[01:30:54.680 --> 01:30:56.120]  Is that a luxury vehicle?
[01:30:56.440 --> 01:30:56.600]  Some of it.
[01:30:58.700 --> 01:31:00.260]  Has lights on it.
[01:31:01.260 --> 01:31:03.140]  Some of us just want to go to sleep.
[01:31:03.440 --> 01:31:04.160]  Yeah, no kidding.
[01:31:05.080 --> 01:31:05.600]  Andrew?
[01:31:06.220 --> 01:31:07.620]  How many people are watching?
[01:31:10.460 --> 01:31:11.540]  I don't know.
[01:31:13.220 --> 01:31:14.340]  A handful?
[01:31:14.500 --> 01:31:15.180]  Probably less now.
[01:31:15.700 --> 01:31:16.760]  Is that a shirt?
[01:31:17.040 --> 01:31:18.560]  No, it's a Vagrant Records shirt.
[01:31:19.260 --> 01:31:20.960]  I mean, that's pretty offensive.
[01:31:21.400 --> 01:31:21.860]  That's it.
[01:31:22.760 --> 01:31:24.780]  Offensive to my 2023 sensibilities.
[01:31:25.040 --> 01:31:25.520]  Yeah, really.
[01:31:26.560 --> 01:31:28.420]  What kind of SUV is that?
[01:31:29.200 --> 01:31:29.900]  Not luxury.
[01:31:33.260 --> 01:31:34.720]  Earl, the McLarens.
[01:31:34.880 --> 01:31:36.100]  Oh, here comes a cab.
[01:31:36.100 --> 01:31:37.520]  I think it's pink.
[01:31:38.180 --> 01:31:38.900]  It could be.
[01:31:41.260 --> 01:31:42.260]  New boot goofing.
[01:31:44.240 --> 01:31:45.040]  Come on.
[01:31:45.260 --> 01:31:47.500]  No one has tried to get into a wrong car.
[01:31:47.780 --> 01:31:48.980]  Do you think that guy's a drug dealer?
[01:31:49.080 --> 01:31:52.320]  Because he has his one leg rolled up.
[01:31:52.820 --> 01:31:54.100]  Is that a thing?
[01:31:54.540 --> 01:31:55.480]  Yeah, that was always either.
[01:31:55.520 --> 01:31:57.060]  You were either riding a bicycle
[01:31:57.060 --> 01:31:59.780]  and you didn't want to get your pants caught in your chain
[01:31:59.780 --> 01:32:00.600]  or you were a drug dealer.
[01:32:01.060 --> 01:32:02.480]  Then I think he was riding a bicycle.
[01:32:02.980 --> 01:32:04.440]  He seemed to be on foot.
[01:32:07.520 --> 01:32:08.720]  He's got you there.
[01:32:09.240 --> 01:32:10.920]  That is true.
[01:32:11.580 --> 01:32:12.520]  There's a cab pulling up.
[01:32:13.560 --> 01:32:14.640]  I don't think
[01:32:14.640 --> 01:32:15.700]  it's going to be the color you need.
[01:32:17.400 --> 01:32:18.580]  Maybe it's one of those
[01:32:18.580 --> 01:32:20.980]  color-changing cabs everyone's talking about.
[01:32:21.120 --> 01:32:22.400]  Oh, like a Hypercolors T-shirt?
[01:32:22.680 --> 01:32:24.440]  Yeah, like once four people get in,
[01:32:24.520 --> 01:32:25.960]  it heats up like a mood ring.
[01:32:30.720 --> 01:32:33.540]  Man, I had one of those Hypercolors T-shirts
[01:32:33.540 --> 01:32:34.940]  in high school. It was so fucking cool.
[01:32:35.000 --> 01:32:36.880]  Until I realized the only people that wanted to talk to me about it
[01:32:36.880 --> 01:32:39.100]  were parents that thought it was clever.
[01:32:39.200 --> 01:32:41.480]  And they were like, I just have attracted all the moms and dads
[01:32:41.480 --> 01:32:41.880]  in the neighborhood.
[01:32:43.020 --> 01:32:44.040]  Like MILFs and shit?
[01:32:44.820 --> 01:32:46.620]  No, like, oh that's so clever!
[01:32:47.700 --> 01:32:49.700]  I just wanted to be cool to girls.
[01:32:51.100 --> 01:32:52.380]  I think we're into some girls.
[01:32:53.180 --> 01:32:53.580]  Flag shirt.
[01:32:54.080 --> 01:32:56.360]  Yeah, our second flag shirt of the day.
[01:32:58.880 --> 01:33:00.020]  Look at that posse.
[01:33:04.940 --> 01:33:06.460]  It's the vertical stripe crew.
[01:33:06.520 --> 01:33:08.540]  Yeah, they're dressed like refs.
[01:33:11.360 --> 01:33:12.380]  Golf cart again?
[01:33:12.500 --> 01:33:14.520]  They're making their way back.
[01:33:14.960 --> 01:33:16.340]  Maybe things are picking up.
[01:33:17.360 --> 01:33:18.020]  Somebody's on the ground.
[01:33:18.020 --> 01:33:19.600]  Oh, dude, in the back, somebody's on the ground.
[01:33:19.840 --> 01:33:21.280]  Oh, they just stood up. Were they gonna throw up?
[01:33:22.960 --> 01:33:23.800]  That'd be fun.
[01:33:26.060 --> 01:33:28.000]  Oh, look at all the shit that this bus is carrying.
[01:33:30.840 --> 01:33:32.520]  Oh. My. God.
[01:33:32.520 --> 01:33:33.760]  That lady...
[01:33:35.480 --> 01:33:37.640]  That lady is dressed like Blossom.
[01:33:38.000 --> 01:33:39.200]  Nobody help her.
[01:33:40.900 --> 01:33:41.380]  100%.
[01:33:41.380 --> 01:33:42.440]  Red Shoes Twins.
[01:33:44.600 --> 01:33:47.520]  Yes, they are.
[01:33:49.980 --> 01:33:52.320]  Alright, here we go. It's gonna happen any second now. I feel it.
[01:33:52.620 --> 01:33:53.700]  What's gonna happen?
[01:33:54.000 --> 01:33:54.980]  Somebody's gonna win bingo.
[01:33:56.240 --> 01:33:58.360]  There's so many different ways we can win right now.
[01:33:58.440 --> 01:33:59.080]  Crosswalk Cowards.
[01:33:59.080 --> 01:34:01.760]  That was the whole unit of Crosswalk Cowards.
[01:34:01.760 --> 01:34:02.860]  Oh, what do we have there?
[01:34:03.960 --> 01:34:05.340]  What kind of car is that?
[01:34:05.600 --> 01:34:06.320]  Like a Saab?
[01:34:07.220 --> 01:34:08.420]  Like an old Saab?
[01:34:09.120 --> 01:34:10.580]  I would call Saab luxury.
[01:34:11.060 --> 01:34:12.280]  They don't make it anymore.
[01:34:12.760 --> 01:34:13.980]  I wouldn't call that a car luxury.
[01:34:14.700 --> 01:34:16.840]  It doesn't have luxury hubcaps, that's for sure.
[01:34:21.600 --> 01:34:23.140]  Nick with the hubcap judgment.
[01:34:23.580 --> 01:34:24.100]  Yeah, sorry.
[01:34:25.680 --> 01:34:26.480]  No, he's right.
[01:34:26.800 --> 01:34:28.480]  It strikes me as a guy with hubcap opinions.
[01:34:28.480 --> 01:34:30.220]  That feels like a Nick thing.
[01:34:30.420 --> 01:34:31.620]  Should we have a hubcap draft?
[01:34:33.020 --> 01:34:34.140]  Oh, a hubcap draft.
[01:34:34.380 --> 01:34:35.440]  Oh, that'd be sick.
[01:34:36.640 --> 01:34:38.020]  All the different patterns.
[01:34:39.920 --> 01:34:40.400]  Ridiculous.
[01:34:40.740 --> 01:34:41.460]  Here's a third dog.
[01:34:42.400 --> 01:34:44.480]  Drop your cigarette, or is that a...
[01:34:45.240 --> 01:34:46.400]  Yeah, it's a cigarette.
[01:34:46.520 --> 01:34:47.100]  Drop it.
[01:34:47.940 --> 01:34:49.020]  In the litter.
[01:34:49.760 --> 01:34:50.800]  Puff pass throw.
[01:34:52.060 --> 01:34:53.440]  Puff pass throw.
[01:34:55.340 --> 01:34:57.240]  So if she drops this Andrew, do you win?
[01:34:57.240 --> 01:34:58.940]  I win. It's a bingo.
[01:34:59.300 --> 01:35:00.040]  Drop it.
[01:35:00.240 --> 01:35:01.100]  Drop it.
[01:35:01.460 --> 01:35:04.340]  Oh, go out of frame.
[01:35:04.500 --> 01:35:06.640]  No, don't block.
[01:35:07.380 --> 01:35:08.340]  Come on.
[01:35:08.800 --> 01:35:09.880]  The droppers are leaving.
[01:35:10.420 --> 01:35:12.660]  Come on, backpack kid. Drop the cigarette.
[01:35:13.640 --> 01:35:15.360]  Oh, he is carrying a backpack.
[01:35:15.600 --> 01:35:16.040]  What's he doing?
[01:35:17.380 --> 01:35:18.300]  Drop it.
[01:35:18.760 --> 01:35:21.100]  You know you want to.
[01:35:21.360 --> 01:35:22.080]  Come on.
[01:35:22.380 --> 01:35:23.240]  Final toke.
[01:35:24.760 --> 01:35:25.920]  One more good one
[01:35:25.920 --> 01:35:26.980]  off that camel crush.
[01:35:27.100 --> 01:35:28.960]  Come on. Drop it.
[01:35:29.340 --> 01:35:30.480]  You know he popped it.
[01:35:31.680 --> 01:35:34.140]  You know he popped it.
[01:35:38.780 --> 01:35:39.400]  She's...
[01:35:39.400 --> 01:35:41.720]  She's blocking the littering.
[01:35:42.040 --> 01:35:42.260]  Yep.
[01:35:42.640 --> 01:35:44.640]  That lady is carrying a blossoms hat.
[01:35:45.780 --> 01:35:46.680]  Come on.
[01:35:46.880 --> 01:35:47.280]  Come on.
[01:35:48.000 --> 01:35:48.600]  Drop it.
[01:35:48.600 --> 01:35:48.880]  Drop it.
[01:35:49.040 --> 01:35:52.340]  Drop it.
[01:35:52.800 --> 01:35:53.500]  Drop it.
[01:35:54.520 --> 01:35:55.440]  Don't leave.
[01:35:57.160 --> 01:35:58.080]  Aggressive honking.
[01:35:58.500 --> 01:36:00.020]  Deal with it on camera.
[01:36:01.080 --> 01:36:02.120]  Could be...
[01:36:02.120 --> 01:36:03.120]  Give us an outcome.
[01:36:03.740 --> 01:36:04.080]  Come on.
[01:36:05.880 --> 01:36:06.400]  No.
[01:36:07.080 --> 01:36:09.680]  God, this is like Uno the movie all over again.
[01:36:09.960 --> 01:36:10.600]  Get out of here.
[01:36:12.860 --> 01:36:14.360]  It's your hand.
[01:36:15.240 --> 01:36:16.180]  You think this is frustrating?
[01:36:16.180 --> 01:36:18.180]  Wait for an hour and a half from now.
[01:36:19.120 --> 01:36:20.040]  Move your backpack.
[01:36:25.040 --> 01:36:27.720]  It's a disturbing lack of luxury cars out there.
[01:36:27.800 --> 01:36:28.180]  Jesus Christ.
[01:36:29.300 --> 01:36:30.320]  They are usually pretty common.
[01:36:30.460 --> 01:36:31.560]  He was doing fish hand.
[01:36:31.880 --> 01:36:32.300]  What is that?
[01:36:32.860 --> 01:36:33.300]  What is that?
[01:36:36.880 --> 01:36:37.340]  Wait, wait.
[01:36:37.660 --> 01:36:38.760]  Did he just toss it?
[01:36:40.620 --> 01:36:41.580]  Where is it?
[01:36:42.040 --> 01:36:43.220]  I think they got rid of it.
[01:36:43.220 --> 01:36:44.000]  I think they got rid of it.
[01:36:44.040 --> 01:36:44.840]  I think he dropped it.
[01:36:45.120 --> 01:36:48.540]  I think that's what that was.
[01:36:48.720 --> 01:36:49.440]  Is that a litterbug?
[01:36:51.280 --> 01:36:52.280]  Andrew, did you get it?
[01:36:52.480 --> 01:36:54.260]  It would be on the floor.
[01:36:54.780 --> 01:36:56.420]  No, it was just the ash.
[01:36:57.100 --> 01:36:57.460]  No.
[01:36:57.780 --> 01:36:58.940]  It was just the ash.
[01:37:01.680 --> 01:37:04.180]  He flicked the ash off the end and stepped on it.
[01:37:04.320 --> 01:37:05.260]  Is that really what happened?
[01:37:05.700 --> 01:37:06.400]  I think so.
[01:37:06.460 --> 01:37:07.760]  There is no secret on the ground.
[01:37:08.120 --> 01:37:10.140]  Can we get a zoom and enhance?
[01:37:10.140 --> 01:37:10.900]  Enhance!
[01:37:11.240 --> 01:37:13.060]  There is no zoom and enhance.
[01:37:14.440 --> 01:37:16.900]  Oh, no.
[01:37:18.640 --> 01:37:20.260]  Not going to get me anything.
[01:37:23.320 --> 01:37:25.360]  Why did you say that, Nick?
[01:37:27.260 --> 01:37:29.740]  You have to get up in like five hours.
[01:37:29.940 --> 01:37:31.340]  Why are you doing this?
[01:37:31.640 --> 01:37:33.400]  If I have to suffer, everyone does.
[01:37:33.400 --> 01:37:35.740]  You wouldn't stop the suffering.
[01:37:37.260 --> 01:37:38.840]  I still have to get up.
[01:37:39.380 --> 01:37:40.480]  Yeah, but I don't.
[01:37:40.920 --> 01:37:41.840]  I just sit in.
[01:37:47.350 --> 01:37:48.250]  Jesus Christ.
[01:37:48.830 --> 01:37:49.830]  This is insane.
[01:37:50.150 --> 01:37:50.930]  We got some more cabs.
[01:37:52.950 --> 01:37:55.630]  Fisher, I'm so sorry that you're still here.
[01:37:56.210 --> 01:37:58.510]  I absolutely should have said no.
[01:37:59.410 --> 01:38:00.390]  It's almost Saturday.
[01:38:02.070 --> 01:38:03.630]  That's a fancy looking car.
[01:38:03.630 --> 01:38:04.890]  That was a BMW, right?
[01:38:05.190 --> 01:38:05.790]  That's a luxury.
[01:38:06.210 --> 01:38:09.230]  It just drove by. It was in shitty condition.
[01:38:09.710 --> 01:38:12.390]  I mean, not every Beemer is a luxury car.
[01:38:13.410 --> 01:38:14.770]  Oh, here's another cigarette coming.
[01:38:16.850 --> 01:38:17.070]  Who?
[01:38:17.890 --> 01:38:19.890]  Oh, this guy decidedly didn't litter.
[01:38:20.430 --> 01:38:21.570]  He put it right in the trash can.
[01:38:23.010 --> 01:38:24.090]  Or is he smoking a cigar?
[01:38:24.690 --> 01:38:25.170]  It's a cigar.
[01:38:25.410 --> 01:38:26.470]  It's a cigar, yeah.
[01:38:27.110 --> 01:38:29.170]  Key West's cigar might be the move.
[01:38:29.310 --> 01:38:29.990]  I like that.
[01:38:29.990 --> 01:38:31.390]  Oh, he's smoking a cigar.
[01:38:31.830 --> 01:38:34.130]  I don't think I've smoked a cigar since I was 20.
[01:38:34.470 --> 01:38:35.830]  That's what I'm saying, man.
[01:38:36.470 --> 01:38:37.450]  I'm gonna try, Key West.
[01:38:38.350 --> 01:38:39.510]  Get sick to my tummy.
[01:38:41.630 --> 01:38:42.490]  Don't inhale.
[01:38:47.210 --> 01:38:48.630]  Oh, holy shit.
[01:38:50.770 --> 01:38:51.330]  What?
[01:38:51.650 --> 01:38:52.970]  We're still going.
[01:38:56.890 --> 01:38:57.910]  I'm sweaty.
[01:39:00.210 --> 01:39:01.150]  I'm broken.
[01:39:02.650 --> 01:39:03.590]  Jesus Christ.
[01:39:03.650 --> 01:39:05.470]  I just need somebody to fucking skateboard.
[01:39:06.110 --> 01:39:08.050]  What happened to the youth of America?
[01:39:09.290 --> 01:39:10.670]  They got lazy, Geoff.
[01:39:10.970 --> 01:39:13.730]  Is that an offensive jersey?
[01:39:16.370 --> 01:39:18.750]  Oh, is that a luxury car coming up?
[01:39:18.770 --> 01:39:19.430]  What is that? Hang on.
[01:39:19.490 --> 01:39:19.890]  Yeah, yeah.
[01:39:20.310 --> 01:39:22.070]  Is this luxury?
[01:39:22.370 --> 01:39:23.870]  Just wait for Angie. You have to wait.
[01:39:24.190 --> 01:39:27.690]  Oh, those headlights look fancy to me.
[01:39:28.690 --> 01:39:30.870]  If it's a go-kart, though, I win.
[01:39:30.990 --> 01:39:32.430]  That guy's got socks on.
[01:39:32.710 --> 01:39:33.530]  He's gonna turn.
[01:39:34.750 --> 01:39:36.010]  Oh, that'd be funny.
[01:39:36.870 --> 01:39:37.750]  Everybody observe.
[01:39:38.310 --> 01:39:39.670]  Now, everybody, eyes open.
[01:39:40.250 --> 01:39:41.210]  Focus in.
[01:39:41.750 --> 01:39:42.670]  Eyes up, everybody.
[01:39:44.310 --> 01:39:45.490]  Everybody, eyes wide open.
[01:39:45.730 --> 01:39:46.870]  Oh, no, you need a pink cab.
[01:39:48.330 --> 01:39:49.230]  It's coming straight.
[01:39:50.190 --> 01:39:50.950]  It's coming straight.
[01:39:51.590 --> 01:39:52.990]  Oh, look at the side of that thing.
[01:39:54.050 --> 01:39:56.070]  That's just the same car we've seen.
[01:39:56.850 --> 01:39:58.470]  Why would you do that to me?
[01:39:59.510 --> 01:40:00.830]  Oh, that guy almost got hit by a car.
[01:40:00.950 --> 01:40:02.030]  That guy almost got hit by a car.
[01:40:02.570 --> 01:40:03.450]  Oh, is that what he's saying?
[01:40:03.910 --> 01:40:05.130]  Yeah, I think so.
[01:40:05.310 --> 01:40:06.470]  Yeah, I'll agree.
[01:40:06.690 --> 01:40:07.590]  Holy shit.
[01:40:08.190 --> 01:40:10.390]  No, not a go-kart.
[01:40:10.750 --> 01:40:11.810]  You suck!
[01:40:13.970 --> 01:40:15.270]  You little shit.
[01:40:16.750 --> 01:40:17.850]  What kind of cake are you gonna get, Gavin?
[01:40:19.770 --> 01:40:20.130]  Colin.
[01:40:21.030 --> 01:40:21.390]  What?
[01:40:21.790 --> 01:40:24.430]  Can you get a Colin the Caterpillar in America?
[01:40:24.430 --> 01:40:25.650]  Probably import one.
[01:40:26.950 --> 01:40:27.750]  Import one?
[01:40:28.370 --> 01:40:31.530]  That guy's got... that is hard jeans and flip-flops right there.
[01:40:31.730 --> 01:40:32.850]  Dude, and a cowboy hat.
[01:40:32.850 --> 01:40:33.630]  And a cowboy hat.
[01:40:34.150 --> 01:40:34.650]  And a hug.
[01:40:38.430 --> 01:40:39.430]  Star Wars, too.
[01:40:45.070 --> 01:40:46.750]  Hey, that's the Hey Fuck Face guy.
[01:40:46.930 --> 01:40:47.890]  I have a picture with that guy.
[01:40:48.310 --> 01:40:49.510]  Oh, wait, hold on. Oh, yeah.
[01:40:50.150 --> 01:40:51.050]  That's an offensive shirt!
[01:40:51.690 --> 01:40:52.090]  Wait.
[01:40:52.850 --> 01:40:54.430]  Oh, the Hey Fuck Face shirt?
[01:40:54.790 --> 01:40:56.930]  Yeah, that's an offensive shirt.
[01:40:56.950 --> 01:40:58.130]  Did you win? Uh, no.
[01:40:58.810 --> 01:40:59.610]  Thanks, Gavin.
[01:40:59.810 --> 01:41:01.130]  But now if I get wheelchair, I win.
[01:41:02.570 --> 01:41:04.170]  We're never getting wheelchair, Geoff.
[01:41:04.650 --> 01:41:05.590]  We've never seen that here.
[01:41:07.010 --> 01:41:08.410]  We've never seen...
[01:41:08.410 --> 01:41:09.770]  I've never seen a go-kart.
[01:41:10.010 --> 01:41:12.190]  I still have never seen anyone trying to get in the wrong car.
[01:41:12.750 --> 01:41:15.230]  And waiting for somebody to wait up ain't happening.
[01:41:17.010 --> 01:41:18.710]  Yeah, there needs to be people for that.
[01:41:18.710 --> 01:41:19.710]  Wait, wait a minute, wait a minute.
[01:41:19.890 --> 01:41:22.750]  She said, hey, and then...
[01:41:23.390 --> 01:41:24.570]  Yeah, and then what?
[01:41:25.170 --> 01:41:26.210]  They're friends.
[01:41:29.670 --> 01:41:30.630]  It's a shiny car.
[01:41:34.090 --> 01:41:35.330]  Now you're getting it.
[01:41:39.610 --> 01:41:41.610]  Why is this not ending?
[01:41:43.890 --> 01:41:45.490]  Do we still have bingo kits?
[01:41:45.630 --> 01:41:48.110]  How can people resist this experience?
[01:41:49.510 --> 01:41:50.430]  This misery.
[01:41:51.030 --> 01:41:52.530]  Buy our bingo kits today.
[01:41:52.810 --> 01:41:54.810]  Yeah, it's like, buy our bingo kits.
[01:41:55.090 --> 01:41:55.510]  This could be you.
[01:41:55.870 --> 01:41:56.650]  I mean, here's the thing.
[01:41:56.670 --> 01:41:58.170]  You should have your own version of Last Exit.
[01:41:58.450 --> 01:42:02.530]  We're still doing this for you to sell this stuff.
[01:42:02.730 --> 01:42:05.190]  This was never intended for us to go this long.
[01:42:05.410 --> 01:42:05.730]  No.
[01:42:06.110 --> 01:42:07.410]  You should go buy something.
[01:42:07.770 --> 01:42:09.750]  If you're still watching this thing and you haven't.
[01:42:09.750 --> 01:42:12.430]  If you're watching this and you haven't bought anything, what are you doing?
[01:42:12.870 --> 01:42:13.350]  That's crazy.
[01:42:13.350 --> 01:42:14.730]  They're playing bingo is what they're doing.
[01:42:14.730 --> 01:42:17.170]  We were afraid it was going to end way too soon.
[01:42:17.170 --> 01:42:18.610]  He popped onto the curb!
[01:42:19.070 --> 01:42:20.250]  He popped onto the curb!
[01:42:20.710 --> 01:42:21.010]  Did he?
[01:42:21.530 --> 01:42:24.330]  Does that mean anything?
[01:42:24.890 --> 01:42:25.150]  No.
[01:42:25.670 --> 01:42:29.470]  That's not a luxury car. You're telling me that's not a luxury vehicle.
[01:42:29.870 --> 01:42:30.710]  It's a Dodge.
[01:42:30.850 --> 01:42:31.910]  That's a Dodge.
[01:42:32.170 --> 01:42:35.710]  Yeah, I mean, that's like a cool $48,000 car, I guess.
[01:42:35.810 --> 01:42:37.070]  But I wouldn't call it luxury.
[01:42:37.550 --> 01:42:39.130]  It's like if the Starborn were driving.
[01:42:39.130 --> 01:42:44.900]  Is that her dad?
[01:42:45.740 --> 01:42:46.960]  I was wondering the same thing.
[01:42:47.040 --> 01:42:47.960]  Is that like a...
[01:42:47.960 --> 01:42:49.440]  I need a bandage, dude.
[01:42:49.520 --> 01:42:50.820]  There hasn't been a bandage, dude.
[01:42:50.840 --> 01:42:51.740]  I haven't seen one either.
[01:42:52.780 --> 01:42:53.580]  Holy ass.
[01:42:55.760 --> 01:42:56.560]  Calm down.
[01:42:56.940 --> 01:42:58.500]  He's got his flashers on.
[01:42:59.860 --> 01:43:00.680]  Oh, that guy...
[01:43:02.280 --> 01:43:02.680]  No.
[01:43:03.560 --> 01:43:05.700]  Are you trying to get formal wear out of him?
[01:43:05.980 --> 01:43:07.660]  He was looking pretty...
[01:43:07.660 --> 01:43:08.180]  What's this?
