[00:01.280 --> 00:02.060]  You all right, Gavin?
[01:07:30.070 --> 01:07:31.270]  Was it a stakeout?
[01:07:32.150 --> 01:07:32.330]  Yeah!
[01:07:34.530 --> 01:07:37.730]  We gotta do that soon, because I need to learn more about Nick at a restaurant.
[01:07:37.970 --> 01:07:38.690]  Dude, I'm gonna...
[01:07:38.690 --> 01:07:39.970]  I'm gonna get a...
[01:07:39.970 --> 01:07:42.210]  Yeah, I'm excited. I need to put some work into it.
[01:07:42.270 --> 01:07:42.790]  It's not for content.
[01:07:42.990 --> 01:07:44.390]  I'm gonna buy some equipment for us.
[01:07:45.230 --> 01:07:46.290]  We're not recording.
[01:07:47.350 --> 01:07:50.050]  Please, just start pointing stuff out.
[01:07:50.490 --> 01:07:51.170]  Oh, no.
[01:07:51.930 --> 01:07:52.410]  Frickass.
[01:07:53.370 --> 01:07:55.450]  What the fuck is that?
[01:07:56.170 --> 01:07:58.050]  Dude, you get loads all over you.
[01:07:59.970 --> 01:08:00.450]  What?
[01:08:00.990 --> 01:08:02.970]  I blow my load stone.
[01:08:03.050 --> 01:08:04.070]  What the fuck was that?
[01:08:06.150 --> 01:08:07.110]  I want my friend back.
[01:08:07.110 --> 01:08:09.470]  I paid good money for that friend.
[01:08:11.390 --> 01:08:12.630]  But I bought it.
[01:08:13.510 --> 01:08:14.590]  You paid for it, too.
[01:08:16.250 --> 01:08:16.610]  No!
[01:08:18.470 --> 01:08:20.710]  Oh, okay. That's great.
[01:08:22.710 --> 01:08:23.270]  Is that a thousand?
[01:08:24.830 --> 01:08:26.830]  Stop! Wario, shut up!
[01:08:27.790 --> 01:08:29.370]  That might be a bonus star for it.
[01:08:29.770 --> 01:08:30.150]  Go right.
[01:08:30.450 --> 01:08:31.010]  I hate him.
[01:08:31.150 --> 01:08:34.250]  Oh my god.
[01:08:34.250 --> 01:08:35.950]  Oh my god.
[01:08:36.470 --> 01:08:38.030]  It's so much worse than we can hear him.
[01:08:41.750 --> 01:08:43.470]  I hate him so much.
[01:08:48.710 --> 01:08:49.190]  Nick.
[01:08:50.410 --> 01:08:51.390]  Hey, bud.
[01:08:51.670 --> 01:08:52.810]  I hope it doesn't involve rowing.
[01:08:53.870 --> 01:08:54.830]  Picking produce.
[01:08:55.710 --> 01:08:56.790]  We got this.
[01:08:57.410 --> 01:08:58.910]  Stewart the Bumbler, in effect.
[01:08:59.530 --> 01:09:02.370]  Oh, we did so good at this, Nick.
[01:09:02.370 --> 01:09:03.450]  We've done this before.
[01:09:04.170 --> 01:09:05.330]  We know what we're doing.
[01:09:05.790 --> 01:09:05.950]  Yeah.
[01:09:08.450 --> 01:09:10.370]  Oh, why'd you...
[01:09:11.630 --> 01:09:12.330]  There you go.
[01:09:13.050 --> 01:09:14.190]  Alright, Wario, hit it.
[01:09:14.290 --> 01:09:14.730]  Yeah, we got it.
[01:09:16.130 --> 01:09:16.530]  Yeah.
[01:09:17.430 --> 01:09:18.230]  Let's go, Nick.
[01:09:18.990 --> 01:09:19.910]  We got it.
[01:09:22.550 --> 01:09:24.130]  We know what's up with fruit.
[01:09:24.710 --> 01:09:25.710]  We're born to fruit.
[01:09:26.990 --> 01:09:27.990]  It's alright, I got it.
[01:09:27.990 --> 01:09:28.450]  There you go.
[01:09:32.470 --> 01:09:32.990]  Wow.
[01:09:33.290 --> 01:09:34.650]  Look at him go, look at him go, boys.
[01:09:35.450 --> 01:09:35.970]  Flying.
[01:09:36.910 --> 01:09:37.930]  Neck and neck here.
[01:09:38.990 --> 01:09:39.870]  What'd I do that for?
[01:09:41.470 --> 01:09:42.970]  Don't do stuff like that.
[01:09:42.970 --> 01:09:44.210]  Dilkong going bananas.
[01:09:44.930 --> 01:09:47.170]  No! It's all gone wrong.
[01:09:47.930 --> 01:09:49.870]  Dilkong is going ape right now.
[01:09:49.890 --> 01:09:50.550]  Geoff, get those.
[01:09:51.130 --> 01:09:51.650]  Bananas!
[01:09:53.210 --> 01:09:54.910]  Hey, perfect round, Andrew.
[01:09:56.250 --> 01:09:57.490]  Andrew crushed it.
[01:09:57.990 --> 01:09:58.390]  Flawless.
[01:09:59.130 --> 01:09:59.730]  Way to go, boys.
[01:10:00.070 --> 01:10:02.610]  We didn't say a word.
[01:10:02.730 --> 01:10:05.610]  I think about a third of the way into that, I forgot which fruit I was thinking of.
[01:10:06.530 --> 01:10:07.070]  Why, Geoff?
[01:10:07.150 --> 01:10:09.410]  I just got really... I got all spun around.
[01:10:10.670 --> 01:10:11.910]  Had my head up in the grapes.
[01:10:13.410 --> 01:10:14.590]  Idiot flags in the chat.
[01:10:15.770 --> 01:10:16.470]  New turn.
[01:10:16.710 --> 01:10:17.770]  Idiot flags on your wall.
[01:10:19.290 --> 01:10:20.090]  Uh-oh.
[01:10:21.790 --> 01:10:22.190]  Imposter?
[01:10:22.650 --> 01:10:24.070]  Oh, he's making more spaces.
[01:10:24.510 --> 01:10:26.350]  Yeah, that's where he does bad stuff.
[01:10:27.010 --> 01:10:27.990]  Oh, God!
[01:10:28.350 --> 01:10:29.510]  So why is he an imposter?
[01:10:30.630 --> 01:10:31.030]  Why not?
[01:10:31.790 --> 01:10:33.770]  I guess he's... yeah, I don't know.
[01:10:35.210 --> 01:10:36.730]  He's got that purple glow around him.
[01:10:36.790 --> 01:10:37.750]  I think he's like a hologram.
[01:10:38.770 --> 01:10:39.810]  Fake it till you make it, right?
[01:10:44.150 --> 01:10:44.770]  Low roll.
[01:10:45.710 --> 01:10:46.370]  Low roll.
[01:10:48.950 --> 01:10:49.670]  Low roll.
[01:10:49.890 --> 01:10:51.110]  Roll a ten and come to me.
[01:10:51.230 --> 01:10:51.650]  Oh, no.
[01:10:52.070 --> 01:10:53.430]  I'll take that.
[01:10:54.110 --> 01:10:55.370]  My friend again.
[01:10:58.410 --> 01:10:59.070]  Oh, no, Geoff.
[01:10:59.250 --> 01:10:59.490]  Okay.
[01:11:04.090 --> 01:11:05.090]  Reverse the board.
[01:11:05.470 --> 01:11:07.370]  I think he's gonna get shot.
[01:11:08.510 --> 01:11:09.730]  I think he's about to pull
[01:11:09.730 --> 01:11:10.770]  the fucking trigger.
[01:11:11.970 --> 01:11:12.730]  Oh, shit!
[01:11:13.590 --> 01:11:15.550]  That might have been good if it sent you back to the start.
[01:11:16.370 --> 01:11:17.090]  Nope, that didn't.
[01:11:17.390 --> 01:11:19.050]  I think it just takes coins?
[01:11:19.050 --> 01:11:20.250]  Yeah, but I didn't have any.
[01:11:22.710 --> 01:11:24.150]  No, you...
[01:11:26.830 --> 01:11:27.550]  No.
[01:11:30.590 --> 01:11:31.090]  No!
[01:11:35.670 --> 01:11:36.390]  Awesome.
[01:11:37.010 --> 01:11:37.310]  Cool.
[01:11:39.150 --> 01:11:40.930]  Very unenthusiastic cool.
[01:11:41.010 --> 01:11:42.510]  How do I wanna...
[01:11:42.510 --> 01:11:44.710]  Yeah, get out of here.
[01:11:44.830 --> 01:11:45.130]  Yeah!
[01:11:46.210 --> 01:11:46.890]  There you go.
[01:11:47.210 --> 01:11:47.630]  Here we go.
[01:11:48.830 --> 01:11:50.130]  I'm feeling good.
[01:11:51.010 --> 01:11:51.410]  Nice.
[01:11:52.310 --> 01:11:52.710]  Six.
[01:11:54.770 --> 01:11:55.570]  Holy shit.
[01:11:56.310 --> 01:11:58.550]  You might just get the next star while you're at it.
[01:11:58.570 --> 01:12:00.250]  Hello! Goodbye.
[01:12:03.030 --> 01:12:05.250]  I haven't even got to the pipe yet.
[01:12:05.250 --> 01:12:07.010]  Oh, I can stop at the store on the way.
[01:12:07.150 --> 01:12:07.910]  Oh, and get coins?
[01:12:09.570 --> 01:12:11.110]  Oh, so the coins you just got shot off.
[01:12:11.310 --> 01:12:11.530]  Yeah!
[01:12:12.290 --> 01:12:12.910]  You know what?
[01:12:12.970 --> 01:12:13.410]  Oh, it's forgiven.
[01:12:15.030 --> 01:12:15.810]  Oh, man.
[01:12:16.110 --> 01:12:19.270]  This is feeling great!
[01:12:19.690 --> 01:12:20.830]  You know what? This really came in handy.
[01:12:21.190 --> 01:12:23.170]  Yeah! Blow the whistle.
[01:12:25.130 --> 01:12:26.250]  Call me the whistle blower.
[01:12:28.070 --> 01:12:28.990]  Actually, don't do that.
[01:12:30.930 --> 01:12:32.310]  I don't know anything about planes.
[01:12:34.790 --> 01:12:35.210]  Right.
[01:12:37.790 --> 01:12:38.370]  Thank you.
[01:12:42.030 --> 01:12:42.510]  Yeah!
[01:12:42.930 --> 01:12:43.410]  Wow.
[01:12:43.670 --> 01:12:44.630]  Consecutive stars.
[01:12:46.450 --> 01:12:47.990]  We're in turn nine.
[01:12:48.150 --> 01:12:49.570]  We're getting close to a third of the way through.
[01:12:50.690 --> 01:12:51.470]  Oh, a third?
[01:12:51.810 --> 01:12:53.370]  I think it's all over the board.
[01:12:53.430 --> 01:12:53.690]  Yep.
[01:12:55.670 --> 01:12:56.990]  Where's the next one? Right in front of me.
[01:12:58.510 --> 01:12:59.730]  Right behind Gavin.
[01:13:00.330 --> 01:13:01.450]  All the way over there.
[01:13:02.070 --> 01:13:03.910]  How do you get over there?
[01:13:05.030 --> 01:13:05.830]  Bowser Square.
[01:13:07.170 --> 01:13:07.430]  Damn.
[01:13:07.430 --> 01:13:08.710]  Oh, God.
[01:13:09.610 --> 01:13:10.970]  Are you going to get more coins?
[01:13:11.930 --> 01:13:13.810]  Oh, my God. So many more coins.
[01:13:14.430 --> 01:13:14.750]  Ooh!
[01:13:16.410 --> 01:13:17.450]  It's fucking warm.
[01:13:17.470 --> 01:13:18.030]  Oh, I'm ready.
[01:13:20.330 --> 01:13:20.990]  Go right.
[01:13:21.850 --> 01:13:23.130]  I think, uh...
[01:13:23.130 --> 01:13:23.930]  Take a little detour.
[01:13:25.830 --> 01:13:26.310]  Wow!
[01:13:32.070 --> 01:13:33.870]  He's taking care of this fucking guy.
[01:13:34.390 --> 01:13:36.010]  I guess I could burn that thing, man.
[01:13:36.010 --> 01:13:37.470]  So what is that thing?
[01:13:37.590 --> 01:13:38.390]  It just takes up a spot.
[01:13:39.870 --> 01:13:41.690]  Rumored to be valuable, but...
[01:13:41.990 --> 01:13:44.970]  What does it do?
[01:13:45.190 --> 01:13:46.070]  Is there a coin in it?
[01:13:47.230 --> 01:13:47.630]  Oh!
[01:13:48.250 --> 01:13:48.650]  Sick.
[01:13:51.210 --> 01:13:52.010]  Thanks, Lodestone.
[01:13:53.330 --> 01:13:55.410]  Is the office store portion going to be a separate video?
[01:13:55.550 --> 01:13:56.950]  Yeah, probably. We'll upload that separately.
[01:14:01.560 --> 01:14:02.660]  Oh, this is a big one.
[01:14:03.040 --> 01:14:03.860]  It's a giant one.
[01:14:03.860 --> 01:14:04.300]  Boss fight.
[01:14:04.540 --> 01:14:06.040]  It takes five coins.
[01:14:07.980 --> 01:14:08.940]  That's rough.
[01:14:10.140 --> 01:14:10.940]  Oh, no.
[01:14:12.520 --> 01:14:13.520]  Oh, my God.
[01:14:14.180 --> 01:14:15.040]  Not enough, dude.
[01:14:15.200 --> 01:14:16.560]  It burned off my Tash.
[01:14:17.380 --> 01:14:18.460]  You just lost your load.
[01:14:21.740 --> 01:14:22.500]  What's this?
[01:14:23.420 --> 01:14:24.160]  Is this good?
[01:14:24.500 --> 01:14:25.620]  Bye-bye.
[01:14:26.100 --> 01:14:28.680]  A red pipe.
[01:14:28.860 --> 01:14:29.740]  Yeah, those are always good.
[01:14:29.740 --> 01:14:30.260]  Oh!
[01:14:32.100 --> 01:14:32.920]  Oh, cool!
[01:14:34.440 --> 01:14:34.480]  Great!
[01:14:36.740 --> 01:14:38.100]  You're back in the square.
[01:14:41.420 --> 01:14:42.680]  You're back in the square.
[01:14:44.540 --> 01:14:45.120]  Punch it.
[01:14:45.340 --> 01:14:45.780]  Fuck!
[01:14:49.020 --> 01:14:49.460]  Ow!
[01:14:50.560 --> 01:14:52.160]  You ran me over, you son of a bitch.
[01:14:53.120 --> 01:14:54.180]  Why would you do that?
[01:14:54.400 --> 01:14:55.940]  Oh, you took a...
[01:14:55.940 --> 01:14:57.080]  Oh, my friend back.
[01:14:57.080 --> 01:14:59.340]  I think you have to toss them, though.
[01:14:59.900 --> 01:15:00.420]  Ridiculous.
[01:15:05.460 --> 01:15:06.760]  You didn't get her.
[01:15:06.960 --> 01:15:07.220]  Nope.
[01:15:08.380 --> 01:15:09.820]  But I wanted it.
[01:15:11.120 --> 01:15:13.400]  Geoff just has to run like the wind.
[01:15:13.460 --> 01:15:13.860]  Oh!
[01:15:14.400 --> 01:15:16.420]  Alright, we got this.
[01:15:16.860 --> 01:15:18.200]  The red team up.
[01:15:18.680 --> 01:15:20.280]  Oh, fuck.
[01:15:21.120 --> 01:15:22.200]  This is a masher.
[01:15:23.100 --> 01:15:23.820]  Oh, I'm...
[01:15:23.820 --> 01:15:24.440]  Oh.
[01:15:25.120 --> 01:15:25.880]  Lock in.
[01:15:27.420 --> 01:15:29.040]  Yeah, you wish it was that way.
[01:15:30.320 --> 01:15:30.760]  Yeah.
[01:15:31.720 --> 01:15:32.420]  Alright, boys.
[01:15:36.200 --> 01:15:37.860]  This is gonna get my bingo.
[01:15:38.060 --> 01:15:38.480]  Is that doing anything?
[01:15:41.720 --> 01:15:43.320]  Hold them both in shape.
[01:15:44.420 --> 01:15:45.820]  I think you have to hold one.
[01:15:47.960 --> 01:15:49.200]  Why are you not doing anything?
[01:15:49.680 --> 01:15:50.520]  Are you holding the right button?
[01:15:50.520 --> 01:15:52.640]  Yeah, just press start, though, so it's...
[01:15:52.640 --> 01:15:53.600]  But it's not doing it.
[01:15:57.360 --> 01:15:58.080]  There it is.
[01:15:58.100 --> 01:15:59.660]  I just want to make sure I have the right button.
[01:16:00.540 --> 01:16:02.200]  Yeah, just make sure my teammate has the right button.
[01:16:02.940 --> 01:16:03.840]  No, they got it.
[01:16:04.000 --> 01:16:04.900]  Alright, go off.
[01:16:07.460 --> 01:16:07.680]  Oh!
[01:16:08.020 --> 01:16:08.340]  Geoff!
[01:16:09.080 --> 01:16:11.280]  What are you doing?
[01:16:12.060 --> 01:16:12.700]  Yeah, yeah.
[01:16:13.900 --> 01:16:15.160]  How do we get back into the game?
[01:16:15.240 --> 01:16:15.900]  Go up.
[01:16:17.180 --> 01:16:17.740]  Up.
[01:16:17.840 --> 01:16:18.380]  There you go.
[01:16:18.520 --> 01:16:19.080]  No!
[01:16:21.980 --> 01:16:23.780]  What are you doing?
[01:16:25.720 --> 01:16:26.140]  We won!
[01:16:26.140 --> 01:16:26.600]  We won!
[01:16:27.420 --> 01:16:27.700]  What?
[01:16:30.860 --> 01:16:32.820]  Andrew, is this playing in the background?
[01:16:33.820 --> 01:16:34.060]  What?
[01:16:34.060 --> 01:16:36.100]  I think it's just gonna play the whole time.
[01:16:36.240 --> 01:16:36.580]  Yeah!
[01:16:38.520 --> 01:16:39.320]  Clip that.
[01:16:39.580 --> 01:16:40.060]  Clip it.
[01:16:41.800 --> 01:16:43.580]  He fucking Geoffed it.
[01:16:43.580 --> 01:16:45.460]  He fucking Geoffed it.
[01:16:45.460 --> 01:16:47.880]  Geoff went to the dashboard for the entire round.
[01:16:48.600 --> 01:16:51.120]  Andrew, we only saw the dashboard,
[01:16:51.440 --> 01:16:53.860]  and then he almost closed the game.
[01:16:55.900 --> 01:16:58.880]  Idiot flags like crazy in the chat.
[01:17:00.440 --> 01:17:01.700]  I'm freaked out.
[01:17:02.160 --> 01:17:03.020]  I'm freaked out.
[01:17:05.400 --> 01:17:07.180]  I like how the game keeps going.
[01:17:07.920 --> 01:17:10.040]  What the fuck is that?
[01:17:10.140 --> 01:17:10.860]  It's my turn now.
[01:17:11.400 --> 01:17:13.080]  Oh my god, I'm gonna puke.
[01:17:14.580 --> 01:17:17.040]  That was Geoff. That was insane.
[01:17:17.160 --> 01:17:17.600]  Thank you.
[01:17:20.920 --> 01:17:23.540]  So were you just mashing completely alone, Andrew?
[01:17:24.620 --> 01:17:26.640]  No, I was also stuck in a screen.
[01:17:26.740 --> 01:17:27.460]  I hit the wrong button.
[01:17:29.580 --> 01:17:30.780]  How did you win?
[01:17:30.980 --> 01:17:32.720]  I think we got like four in.
[01:17:32.820 --> 01:17:34.780]  Yeah, I think we got like a few more in before they did.
[01:17:35.020 --> 01:17:35.900]  And then timed out.
[01:17:38.700 --> 01:17:39.580]  Oh my god.
[01:17:39.580 --> 01:17:41.320]  Yeah, from what I saw, Andrew, only I was hitting it.
[01:17:41.760 --> 01:17:41.920]  Yeah.
[01:17:43.020 --> 01:17:44.220]  Oh, it got everybody.
[01:17:45.220 --> 01:17:45.660]  Whoops.
[01:17:46.340 --> 01:17:46.860]  I don't want that.
[01:17:50.720 --> 01:17:51.160]  Nice.
[01:17:52.460 --> 01:17:52.800]  Thank you.
[01:17:54.940 --> 01:17:56.240]  I can't believe you.
[01:17:56.260 --> 01:17:59.820]  When the thing went over to close and then started bumping around.
[01:17:59.900 --> 01:18:01.240]  Did you press it?
[01:18:01.840 --> 01:18:02.780]  Oh my god.
[01:18:03.480 --> 01:18:04.620]  I thought it was over.
[01:18:05.920 --> 01:18:09.200]  I watched it very carefully look at A...
[01:18:09.740 --> 01:18:10.140]  B...
[01:18:10.140 --> 01:18:12.340]  Is it this way now or is it this way?
[01:18:16.080 --> 01:18:17.440]  Oh my god.
[01:18:17.860 --> 01:18:19.800]  I love that we went to that screen and Andrew went,
[01:18:19.880 --> 01:18:20.480]  Oh, I went to that screen too.
[01:18:20.620 --> 01:18:23.560]  I was in the exact same place trying to not close the game.
[01:18:23.920 --> 01:18:25.880]  One. One. One. One. One.
[01:18:26.160 --> 01:18:27.720]  One. One. One. One.
[01:18:28.880 --> 01:18:29.820]  Come on, man.
[01:18:33.020 --> 01:18:34.960]  One. One. One. One.
[01:18:35.260 --> 01:18:36.480]  One. One. One. One.
[01:18:36.800 --> 01:18:37.780]  One. One. One. One.
[01:18:38.920 --> 01:18:39.440]  Boo!
[01:18:41.760 --> 01:18:42.280]  Yes!
[01:18:46.040 --> 01:18:47.760]  Well, I don't...
[01:18:48.360 --> 01:18:50.300]  I don't want Nick to feel left out.
[01:18:50.400 --> 01:18:51.540]  I mean, we all got one.
[01:18:52.200 --> 01:18:53.980]  You know what? Fair is fair.
[01:18:55.300 --> 01:18:56.780]  Fair is fair, Andrew.
[01:18:57.240 --> 01:18:58.760]  I came so fast.
[01:18:58.760 --> 01:18:58.880]  I came so fast.
[01:19:01.260 --> 01:19:03.400]  Nick is trying to show him what buttons to press
[01:19:03.400 --> 01:19:04.520]  that are on the screen.
[01:19:05.320 --> 01:19:07.120]  Well, it's because when the controller's sideways
[01:19:07.120 --> 01:19:09.020]  the buttons are placed far enough
[01:19:09.020 --> 01:19:10.800]  and it gets scary all of a sudden.
[01:19:10.820 --> 01:19:11.480]  Yeah, it did.
[01:19:12.140 --> 01:19:13.100]  Oh my god.
[01:19:13.200 --> 01:19:15.240]  When you were on close, it was just hopping around.
[01:19:15.360 --> 01:19:16.000]  I couldn't believe it.
[01:19:17.720 --> 01:19:19.220]  Incredible. Incredible.
[01:19:19.680 --> 01:19:21.580]  And egg for breakfast. Gifting subs.
[01:19:22.040 --> 01:19:23.000]  Thank you so much.
[01:19:23.580 --> 01:19:24.200]  Thank you.
[01:19:24.200 --> 01:19:26.200]  Appreciate everyone coming through and watching here today.
[01:19:26.280 --> 01:19:27.560]  This has been a great anniversary.
[01:19:27.740 --> 01:19:29.180]  Really fun celebration.
[01:19:30.060 --> 01:19:32.000]  And we're one third of the way through this.
[01:19:32.280 --> 01:19:32.920]  I love this one.
[01:19:34.160 --> 01:19:36.100]  And I guess we'll be out here
[01:19:36.100 --> 01:19:38.380]  trying to over-deliver again
[01:19:38.380 --> 01:19:39.880]  by accident for this whole year.
[01:19:40.460 --> 01:19:41.120]  We're gonna try.
[01:19:43.640 --> 01:19:45.840]  We were just kind of excited to make stuff.
[01:19:45.920 --> 01:19:47.440]  It wasn't even that intentional.
[01:19:54.550 --> 01:19:55.210]  Too late.
[01:19:59.110 --> 01:19:59.830]  What'd I say?
[01:20:00.790 --> 01:20:01.270]  What'd I say?
[01:20:01.270 --> 01:20:02.610]  I told the yellow one.
[01:20:03.870 --> 01:20:04.770]  He can't hear you.
[01:20:04.890 --> 01:20:05.210]  He's drowning.
[01:20:05.450 --> 01:20:05.950]  Oh shit.
[01:20:09.680 --> 01:20:11.200]  Alright boys, how you feeling?
[01:20:11.560 --> 01:20:12.440]  Feeling great.
[01:20:12.580 --> 01:20:13.120]  And cut it!
[01:20:17.220 --> 01:20:17.980]  Oh shit!
[01:20:20.520 --> 01:20:22.180]  Oh wait, I did the wrong one.
[01:20:22.180 --> 01:20:22.740]  Was that the wrong one?
[01:20:22.940 --> 01:20:24.420]  What's the button to drop it?
[01:20:24.820 --> 01:20:26.680]  Oh fuck! I missed it!
[01:20:26.680 --> 01:20:26.840]  Yes!
[01:20:32.400 --> 01:20:32.920]  Okay.
[01:20:35.840 --> 01:20:37.720]  I feel like I've only ever seen that game
[01:20:37.720 --> 01:20:39.280]  where everyone's kind of like...
[01:20:39.280 --> 01:20:42.380]  That was so immensely different.
[01:20:43.300 --> 01:20:44.620]  I've never seen the camera
[01:20:44.620 --> 01:20:45.460]  go that far back.
[01:20:48.080 --> 01:20:50.580]  I thought it was the first one, Penguin.
[01:20:52.680 --> 01:20:53.380]  Oh god.
[01:20:55.040 --> 01:20:55.760]  No change!
