[00:00.000 --> 00:00.800]  Dog's not too late.
[01:12:57.870 --> 01:12:59.690]  Oh, no, this is a different outfit. Sorry.
[01:12:59.930 --> 01:13:01.930]  I thought that was one of the matching guys from last time.
[01:13:04.250 --> 01:13:06.510]  Alright, these dickheads definitely overstaying their...
[01:13:06.510 --> 01:13:07.230]  Hey!
[01:13:08.090 --> 01:13:09.290]  That's that regulation guy, right?
[01:13:10.130 --> 01:13:10.550]  I don't know.
[01:13:10.930 --> 01:13:11.470]  I think so.
[01:13:17.670 --> 01:13:18.010]  Dancing.
[01:13:18.810 --> 01:13:19.210]  Dancing.
[01:13:19.670 --> 01:13:20.070]  Cops.
[01:13:20.910 --> 01:13:21.450]  Oh, yeah, cops.
[01:13:22.570 --> 01:13:35.360]  Hey, Gavin?
[01:13:35.680 --> 01:13:35.880]  Yeah?
[01:13:36.040 --> 01:13:36.640]  Tell us a joke.
[01:13:36.640 --> 01:13:37.140]  Ha!
[01:13:40.020 --> 01:13:40.460]  Tricycle.
[01:13:43.340 --> 01:13:44.440]  That was a good one.
[01:13:44.780 --> 01:13:46.220]  I've heard that one before.
[01:13:48.600 --> 01:13:49.480]  Inadvertent horn.
[01:13:49.800 --> 01:13:50.740]  Thanks for the five good subs.
[01:13:52.280 --> 01:13:52.920]  Oh, thank you.
[01:13:57.290 --> 01:14:00.770]  I'm down to one, two, three, four, five, six, seven, eight...
[01:14:00.770 --> 01:14:02.210]  I can't believe there are no mullets.
[01:14:02.230 --> 01:14:02.490]  There are skateboards.
[01:14:03.190 --> 01:14:03.970]  That's close.
[01:14:04.270 --> 01:14:06.030]  Yeah, skateboard, I feel like...
[01:14:06.030 --> 01:14:06.710]  Is that close?
[01:14:06.950 --> 01:14:07.490]  Eh, maybe not.
[01:14:08.870 --> 01:14:09.610]  What's he got there?
[01:14:11.250 --> 01:14:12.370]  Ah, yeah, what is that?
[01:14:12.370 --> 01:14:13.610]  Is he stealing something?
[01:14:13.790 --> 01:14:15.090]  It's like tucked under his shirt.
[01:14:17.230 --> 01:14:18.410]  They won't need this painting.
[01:14:18.430 --> 01:14:19.870]  That's probably his colostomy bag.
[01:14:21.130 --> 01:14:22.850]  Other baked goods, thank you for the subs.
[01:14:23.410 --> 01:14:25.070]  Where does the colostomy bag go in?
[01:14:26.150 --> 01:14:27.810]  What's your opinion on caked baked goods?
[01:14:27.870 --> 01:14:28.010]  The body?
[01:14:29.150 --> 01:14:31.410]  Yeah, I think it just goes into a hole they cut into you.
[01:14:31.750 --> 01:14:33.010]  Just like in the gut hole?
[01:14:33.090 --> 01:14:33.590]  I think so.
[01:14:36.230 --> 01:14:36.630]  Colon.
[01:14:37.550 --> 01:14:39.610]  It's kind of like a CPAP for your poop.
[01:14:40.330 --> 01:14:40.770]  CPAP?
[01:14:44.670 --> 01:14:46.390]  Piles, I have no idea how hard that is.
[01:14:46.390 --> 01:14:48.230]  Pile drive your siblings 88.
[01:14:48.510 --> 01:14:49.450]  Five gifted, thank you.
[01:14:49.590 --> 01:14:49.910]  Thank you.
[01:14:50.350 --> 01:14:51.590]  Thank you so much.
[01:14:51.770 --> 01:14:55.050]  Man, those are some tall socks with shorts.
[01:14:55.410 --> 01:14:56.270]  What was that interaction?
[01:14:57.150 --> 01:14:57.370]  Whoa!
[01:14:57.970 --> 01:14:59.010]  Life in the fast lane.
[01:14:59.250 --> 01:14:59.830]  Yeah, it is.
[01:15:00.310 --> 01:15:01.030]  Another one?
[01:15:01.370 --> 01:15:02.130]  That dude lit up.
[01:15:02.950 --> 01:15:04.930]  It's not every day you see somebody smoke a cigarette in 2025.
[01:15:06.430 --> 01:15:06.990]  Yeah.
[01:15:10.010 --> 01:15:11.410]  Oh, it's fine.
[01:15:12.030 --> 01:15:14.450]  Feet and cigarettes, he'll never have...
[01:15:23.680 --> 01:15:24.660]  Another chili dog?
[01:15:25.220 --> 01:15:26.020]  Camo, camo.
[01:15:26.580 --> 01:15:27.320]  Was that chili dog?
[01:15:28.220 --> 01:15:29.240]  I couldn't tell.
[01:15:29.900 --> 01:15:30.440]  I couldn't see it.
[01:15:30.440 --> 01:15:32.520]  It was chewing with its mouth open.
[01:15:34.060 --> 01:15:36.080]  Ghost baker, five gifted, thank you.
[01:15:36.960 --> 01:15:37.780]  Thank you.
[01:15:43.110 --> 01:15:44.510]  Oh, the pea man is back.
[01:15:48.630 --> 01:15:50.450]  The letter pea man.
[01:15:55.130 --> 01:15:56.530]  You think pea man is the...
[01:15:56.530 --> 01:15:57.190]  Sweaty little evening.
[01:15:57.410 --> 01:15:58.270]  Oh, is that a luxury car?
[01:15:59.690 --> 01:16:00.130]  Yeah.
[01:16:00.510 --> 01:16:00.850]  Yeah, sure.
[01:16:00.970 --> 01:16:01.570]  Convertible Merc?
[01:16:01.630 --> 01:16:01.870]  Yeah.
[01:16:01.930 --> 01:16:03.090]  Yeah, absolutely.
[01:16:09.410 --> 01:16:10.270]  Admiral chops.
[01:16:10.910 --> 01:16:12.010]  Thanks for the five gifted subs.
[01:16:12.230 --> 01:16:13.310]  No offensive t-shirts.
[01:16:13.390 --> 01:16:13.910]  Thank you.
[01:16:14.050 --> 01:16:15.570]  I feel like those used to be so common.
[01:16:18.270 --> 01:16:19.930]  Can't say anything nowadays.
[01:16:20.370 --> 01:16:22.190]  We got one in the last round, but yeah.
[01:16:22.590 --> 01:16:22.810]  Not since.
[01:16:22.850 --> 01:16:24.050]  Pour it out.
[01:16:27.510 --> 01:16:29.470]  Nothing offensive about sloppy joes.
[01:16:30.470 --> 01:16:30.950]  Police.
[01:16:38.530 --> 01:16:40.010]  Socks and sandals.
[01:16:40.370 --> 01:16:42.690]  Champion has done such an impressive turnaround as a company.
[01:16:42.830 --> 01:16:45.910]  When I was growing up, that was like the lamest clothes you could wear.
[01:16:46.230 --> 01:16:46.350]  Yeah.
[01:16:46.790 --> 01:16:47.510]  Here we go.
[01:16:47.850 --> 01:16:49.710]  Drunk and pulling on each other.
[01:16:50.370 --> 01:16:51.690]  SCL Rev, 20 gifted.
[01:16:52.210 --> 01:16:52.410]  Whoa, that's a lot of money.
[01:16:52.410 --> 01:16:53.230]  Thank you.
[01:16:53.310 --> 01:16:55.110]  Thank you so much.
[01:16:55.610 --> 01:16:56.410]  Thank you.
[01:16:57.130 --> 01:16:58.270]  I love you.
[01:17:01.390 --> 01:17:02.490]  This guy was...
[01:17:02.490 --> 01:17:03.810]  Oh, you fucking...
[01:17:04.710 --> 01:17:06.290]  Fuck you, litterbug.
[01:17:06.430 --> 01:17:06.870]  Do I have that?
[01:17:07.150 --> 01:17:09.650]  That was like 80% of a cigarette.
[01:17:09.870 --> 01:17:11.110]  A lit fucking cigarette, you asshole.
[01:17:11.270 --> 01:17:12.810]  And you don't have your elbow tattooed.
[01:17:13.590 --> 01:17:16.070]  You got everything around the elbow tattooed, but not the elbow.
[01:17:16.690 --> 01:17:17.470]  Embarrassing for you.
[01:17:17.630 --> 01:17:18.290]  Yeah, I'm really embarrassed.
[01:17:18.290 --> 01:17:20.030]  You'd feel guilty as shit if that car exploded.
[01:17:20.130 --> 01:17:20.930]  I mean, I fucking get it.
[01:17:20.930 --> 01:17:22.650]  It hurts, but...
[01:17:22.650 --> 01:17:23.210]  Tough guy.
[01:17:26.700 --> 01:17:27.620]  Oh, fist bump!
[01:17:27.800 --> 01:17:28.140]  Fist bump!
[01:17:29.980 --> 01:17:30.880]  What is that?
[01:17:33.720 --> 01:17:34.620]  I did it.
[01:17:34.820 --> 01:17:36.420]  Do we see a high five at any point?
[01:17:36.740 --> 01:17:37.280]  I haven't.
[01:17:37.700 --> 01:17:38.840]  Oh, I'm just so fucked.
[01:17:38.840 --> 01:17:39.320]  I know.
[01:17:42.080 --> 01:17:42.980]  Oh, you are too.
[01:17:43.080 --> 01:17:44.160]  Look at how much you have left.
[01:17:44.240 --> 01:17:45.020]  You know, you turned...
[01:17:45.020 --> 01:17:45.540]  That's seven left.
[01:17:47.860 --> 01:17:48.760]  I wonder if we can do...
[01:17:48.760 --> 01:17:49.940]  I wonder if we see that enough.
[01:17:50.220 --> 01:17:52.000]  I don't know the last time I spanked you.
[01:17:53.320 --> 01:17:54.500]  That tricycle just did one.
[01:17:56.000 --> 01:17:57.700]  Right, I don't know the time before that.
[01:17:57.780 --> 01:17:58.720]  Like, the last time I saw it.
[01:17:58.860 --> 01:18:00.820]  I don't ever think about looking for it, you know?
[01:18:03.820 --> 01:18:05.060]  She's got her sunglasses on, right?
[01:18:06.120 --> 01:18:06.860]  First time chat.
[01:18:07.040 --> 01:18:07.660]  What is this?
[01:18:10.200 --> 01:18:12.000]  Well, we're playing bingo.
[01:18:12.280 --> 01:18:13.020]  Yeah, I guess we assume...
[01:18:13.020 --> 01:18:15.240]  We've been playing this for a couple of years now, so we assume everybody knows.
[01:18:15.540 --> 01:18:21.280]  But from time to time, we here at Regulation will get together and we'll play a game we like to call Sloppy Joe's Bingo.
[01:18:21.280 --> 01:18:27.340]  Where we will watch this live stream outside of the Sloppy Joe's bar and restaurant in Key West, Florida.
[01:18:27.440 --> 01:18:29.640]  One of our favorite places and a place that we all went to together.
[01:18:30.360 --> 01:18:34.140]  And we will play a version of bingo that we have created.
[01:18:34.780 --> 01:18:35.920]  And the winner gets a free cake.
[01:18:36.500 --> 01:18:37.820]  And it's always been Eric.
[01:18:38.440 --> 01:18:39.520]  But he won't god damn order it.
[01:18:39.520 --> 01:18:41.420]  That is a fucking meemaw up there.
[01:18:42.160 --> 01:18:42.920]  Oh, yeah.
[01:18:44.600 --> 01:18:47.520]  Go to regulationbingo.com if you want to play along.
[01:18:47.660 --> 01:18:49.320]  Yeah, you can generate your own free bingo board.
[01:18:49.320 --> 01:18:50.640]  Yeah, you might beat us by the time...
[01:18:50.640 --> 01:18:52.260]  I would scissorhands...
[01:19:00.330 --> 01:19:03.230]  I think they're just making accounts today.
[01:19:04.630 --> 01:19:06.910]  What is that shirt? Is that an offensive shirt?
[01:19:07.290 --> 01:19:09.150]  Is it like a baby with sunglasses?
[01:19:11.070 --> 01:19:12.410]  Yeah, yeah, it's super offensive.
[01:19:13.590 --> 01:19:14.990]  Babies need sunlight. That's bad.
[01:19:16.350 --> 01:19:18.030]  Babies need sunlight.
[01:19:20.010 --> 01:19:20.990]  I'm offended.
[01:19:21.270 --> 01:19:21.990]  Reverse vampires.
[01:19:25.510 --> 01:19:27.750]  They have two reflections.
[01:19:28.170 --> 01:19:29.110]  Oh, shit.
[01:19:31.770 --> 01:19:33.650]  Oh, I bet this is offensive.
[01:19:35.770 --> 01:19:37.130]  Eating pussy.
[01:19:37.510 --> 01:19:37.910]  Yeah.
[01:19:38.170 --> 01:19:39.510]  Eating pussy, what?
[01:19:39.770 --> 01:19:40.690]  It doesn't matter.
[01:19:40.990 --> 01:19:44.430]  Eating pussy cures something in COVID.
[01:19:45.050 --> 01:19:46.130]  Cures erectile dysfunction.
[01:19:56.120 --> 01:19:57.380]  Gavin, are you still looking forward to this?
[01:19:58.040 --> 01:19:58.780]  Still am.
[01:20:00.280 --> 01:20:01.080]  I'm with you.
[01:20:01.760 --> 01:20:03.200]  There's no bears on Key West.
[01:20:04.360 --> 01:20:05.160]  Hang on.
[01:20:05.540 --> 01:20:06.800]  She's laying down the law.
[01:20:07.240 --> 01:20:09.060]  She's like, that is not how this weekend is going to go.
[01:20:09.100 --> 01:20:10.780]  We are here to support Melanie.
[01:20:12.100 --> 01:20:13.520]  This needs to be a prompt.
[01:20:14.300 --> 01:20:14.500]  Yeah.
[01:20:15.980 --> 01:20:16.760]  Speakerphone for all?
[01:20:18.660 --> 01:20:19.820]  Talking like it's 2012?
[01:20:20.240 --> 01:20:20.420]  Yeah.
[01:20:23.900 --> 01:20:25.380]  I mean, you could just say speakerphone, right?
[01:20:26.000 --> 01:20:26.400]  Probably.
[01:20:27.540 --> 01:20:29.480]  It's almost like old-time telephone.
[01:20:29.720 --> 01:20:31.540]  The one that you would hold right here and talk into.
[01:20:31.860 --> 01:20:33.740]  Jeez, he's squirting someone's ass.
[01:20:34.400 --> 01:20:34.640]  Oh!
[01:20:36.540 --> 01:20:37.780]  They're not happy with that guy.
[01:20:44.870 --> 01:20:46.090]  Nobody's fallen tonight.
[01:20:46.290 --> 01:20:47.050]  Not yet.
[01:20:47.290 --> 01:20:49.430]  Good balance on this Friday night.
[01:20:52.510 --> 01:20:53.670]  Oh, he's happy.
[01:20:54.070 --> 01:20:55.690]  Maybe two old backwards cats.
[01:20:58.270 --> 01:20:59.330]  He's a Penn State fan.
[01:20:59.370 --> 01:21:00.370]  What does he have to be happy about?
[01:21:00.950 --> 01:21:02.870]  They were in the playoff this year.
[01:21:04.050 --> 01:21:05.450]  That's a dead parrot head up there.
[01:21:06.310 --> 01:21:07.330]  Sports jersey, too.
[01:21:08.450 --> 01:21:08.870]  Oh, yeah.
[01:21:09.990 --> 01:21:11.330]  Which one's the dead parrot?
[01:21:11.510 --> 01:21:13.230]  The guy that looks like he's going to fall forward.
[01:21:14.870 --> 01:21:17.570]  The shirtless guy, bobbing and weaving.
[01:21:18.410 --> 01:21:19.710]  He was bobbing and weaving.
[01:21:20.350 --> 01:21:22.430]  Could be flea as well, if he needs something to look like.
[01:21:28.860 --> 01:21:30.500]  No jeans and flip-flops yet.
[01:21:32.660 --> 01:21:34.560]  We didn't see new boot goofing, did we?
[01:21:35.380 --> 01:21:36.460]  Uh, yeah.
[01:21:36.880 --> 01:21:37.300]  Oh, we did?
[01:21:37.420 --> 01:21:37.860]  Yeah, we did.
[01:21:39.480 --> 01:21:40.800]  The girls in all black.
[01:21:41.660 --> 01:21:42.000]  Right.
[01:21:44.260 --> 01:21:45.860]  Oh, that's jean shorts and flip-flops.
[01:21:45.940 --> 01:21:46.300]  Yeah, that's close.
[01:21:46.460 --> 01:21:46.800]  Close.
[01:21:48.740 --> 01:21:49.540]  Damn close.
[01:21:49.640 --> 01:21:50.640]  That's a long...
[01:21:50.640 --> 01:21:51.180]  Oh, it's a truck.
[01:21:55.260 --> 01:21:56.820]  They don't look like they're fun at all.
[01:21:57.020 --> 01:21:57.280]  Mm-mm.
[01:21:57.800 --> 01:21:59.700]  What if we had a prompt that was nobody?
[01:22:01.020 --> 01:22:01.920]  Just like, empty street?
[01:22:02.100 --> 01:22:03.880]  If you can't see a single human,
[01:22:03.880 --> 01:22:05.180]  Yeah, I like that prompt.
[01:22:05.260 --> 01:22:05.900]  That's a pretty good one.
[01:22:06.320 --> 01:22:06.980]  That's fun.
[01:22:07.160 --> 01:22:08.380]  Yeah, that's a good one.
[01:22:09.220 --> 01:22:10.700]  For the dead moment to be perfect.
[01:22:13.120 --> 01:22:14.640]  You should be screaming for the lost guy.
[01:22:15.000 --> 01:22:15.360]  Move!
[01:22:15.500 --> 01:22:16.460]  Get out of the frame!
[01:22:16.540 --> 01:22:17.100]  Oh, get out!
[01:22:17.300 --> 01:22:18.120]  Get out way too late.
[01:22:18.360 --> 01:22:18.580]  Oh.
[01:22:19.180 --> 01:22:19.800]  Get out!
[01:22:19.940 --> 01:22:21.220]  It's fucking midnight in there.
[01:22:21.280 --> 01:22:22.220]  What are you, are you insane?
[01:22:23.360 --> 01:22:24.780]  The kid might be sleeping in the stroller.
[01:22:28.320 --> 01:22:30.140]  That's a poor substitution for a bed.
[01:22:30.920 --> 01:22:31.780]  Well, okay.
[01:22:32.300 --> 01:22:33.000]  Ghost town.
[01:22:33.640 --> 01:22:36.340]  Nick, there is nothing for a kid out there at midnight.
[01:22:39.100 --> 01:22:40.200]  Parents have a good time.
[01:22:44.000 --> 01:22:45.680]  A kid needs parents who are happy.
[01:22:49.900 --> 01:22:51.280]  What is this guy doing?
[01:22:51.900 --> 01:22:52.220]  Which one?
[01:22:52.740 --> 01:22:54.840]  The guy that's madly gesturing across the street.
[01:22:56.740 --> 01:22:58.160]  It's just all about his arms.
[01:22:59.780 --> 01:23:00.540]  Oh, is that Chili Dog?
[01:23:01.560 --> 01:23:02.160]  I think so.
[01:23:02.400 --> 01:23:02.800]  Oh, yeah.
[01:23:02.800 --> 01:23:04.180]  It looks like it.
[01:23:04.180 --> 01:23:04.600]  It did.
[01:23:05.660 --> 01:23:06.600]  Absolutely did.
[01:23:26.800 --> 01:23:27.560]  American flag?
[01:23:28.800 --> 01:23:30.560]  We should call it Can You Hear Me Now?
[01:23:33.320 --> 01:23:33.980]  Which one?
[01:23:34.080 --> 01:23:34.660]  The guy on the phone.
[01:23:35.120 --> 01:23:35.400]  Oh.
[01:23:43.290 --> 01:23:44.250]  That guy looks like he's already laying.
[01:23:44.830 --> 01:23:45.150]  Yeah.
[01:23:47.590 --> 01:23:48.790]  I mean, with a nose.
[01:23:48.890 --> 01:23:49.670]  A tricycle, yeah.
[01:23:53.900 --> 01:23:55.600]  Is he gonna get his nose done or what?
[01:23:56.200 --> 01:23:57.060]  Uh, he's gonna.
[01:23:58.460 --> 01:24:00.120]  I have kept up with him.
[01:24:08.020 --> 01:24:10.400]  Why don't you go back to your hotel and put some fucking pants on?
[01:24:10.500 --> 01:24:11.100]  We'll walk back out here.
[01:24:12.420 --> 01:24:13.780]  Keep those flip flops going.
[01:24:14.680 --> 01:24:15.560]  Scooter underglow.
[01:24:17.880 --> 01:24:18.760]  Scooter underglow.
[01:24:19.180 --> 01:24:19.840]  Underglow gang.
[01:24:20.320 --> 01:24:21.920]  No pink taxi tonight, either.
[01:24:21.920 --> 01:24:22.240]  No.
[01:24:22.440 --> 01:24:22.660]  No.
[01:24:23.220 --> 01:24:23.660]  Philly.
[01:24:27.000 --> 01:24:27.940]  What's that weight up?
[01:24:28.180 --> 01:24:28.820]  Oh, that's a weight up.
[01:24:29.000 --> 01:24:29.780]  That's a weight up.
[01:24:29.880 --> 01:24:30.320]  That's a weight up.
[01:24:30.320 --> 01:24:31.040]  I don't have it.
[01:24:31.160 --> 01:24:31.380]  Excellent.
[01:24:31.620 --> 01:24:31.840]  I don't either.
[01:24:33.200 --> 01:24:33.940]  It's a good one, though.
[01:24:34.980 --> 01:24:36.340]  Oh, they're all YMCAing.
[01:24:38.540 --> 01:24:39.740]  Well, one person.
[01:24:41.760 --> 01:24:42.200]  Dude.
[01:24:45.660 --> 01:24:46.100]  Mom.
[01:24:48.500 --> 01:24:50.600]  It's a pretty happy night tonight.
[01:24:50.820 --> 01:24:51.300]  I gotta say.
[01:24:51.300 --> 01:24:53.040]  Everybody seems to be in a real good mood.
[01:24:53.200 --> 01:24:54.920]  Oh, she took a swing and pop.
[01:24:58.710 --> 01:25:00.470]  These guys are here for the tall guy convention.
[01:25:00.610 --> 01:25:01.550]  Yeah, man.
[01:25:01.890 --> 01:25:03.370]  That's some new goofing over there.
[01:25:03.390 --> 01:25:03.670]  Yeah, up there.
[01:25:04.730 --> 01:25:06.250]  Oh, shoe pointing.
[01:25:06.530 --> 01:25:07.090]  Fist bumping.
[01:25:07.430 --> 01:25:07.990]  Fist bump.
[01:25:08.470 --> 01:25:09.710]  Oh, they're bumping.
[01:25:10.490 --> 01:25:11.930]  Oh, she's doing the fucking thing with her phone.
[01:25:12.430 --> 01:25:12.930]  Oh, yeah.
[01:25:14.190 --> 01:25:16.330]  Oh, wow. That really does happen a lot.
[01:25:17.990 --> 01:25:19.170]  Why do they do that?
[01:25:19.670 --> 01:25:20.670]  Is this guy a ref?
[01:25:29.580 --> 01:25:30.640]  How many you got left, Gav?
[01:25:31.240 --> 01:25:31.680]  Six.
[01:25:32.820 --> 01:25:34.360]  Do you really? Wow, I have nine left.
[01:25:34.620 --> 01:25:35.060]  How about you, Eric?
[01:25:35.380 --> 01:25:35.820]  Nine.
[01:25:36.740 --> 01:25:36.980]  Nick?
[01:25:37.100 --> 01:25:37.780]  I have eight.
[01:25:38.080 --> 01:25:38.280]  Andrew?
[01:25:40.220 --> 01:25:40.660]  Thirteen.
[01:25:41.860 --> 01:25:42.740]  Oh, damn.
[01:25:44.460 --> 01:25:46.060]  What is the hardest one you have left, Andrew?
[01:25:46.060 --> 01:25:46.500]  Friction. Fourteen.
[01:25:47.240 --> 01:25:47.380]  Oh.
[01:25:47.780 --> 01:25:48.160]  Fuck.
[01:25:50.400 --> 01:25:51.280]  Maybe nose...
[01:25:51.280 --> 01:25:52.880]  Barefoot. She was barefoot.
[01:25:53.180 --> 01:25:53.420]  What?
[01:25:54.040 --> 01:25:54.760]  She's barefoot.
[01:25:54.820 --> 01:25:55.480]  Yes, she is.
[01:25:55.600 --> 01:25:56.500]  Straight up barefoot.
[01:25:56.680 --> 01:25:57.040]  I'll take it.
[01:25:57.940 --> 01:25:58.960]  I'm sorry, what was that, Andrew?
[01:26:00.160 --> 01:26:05.320]  Uh, probably either gerpal clothing or nose pick wedgie pull crotch grabs.
[01:26:05.320 --> 01:26:07.460]  Oh, I'll look out for that one. That happens a lot.
[01:26:07.460 --> 01:26:09.280]  I feel like the crotch happens more than anything.
[01:26:09.360 --> 01:26:10.160]  I'll look out for the crotch.
[01:26:10.240 --> 01:26:12.540]  Wow, she's just straight up barefoot. That's insane.
[01:26:13.000 --> 01:26:14.180]  I think, uh...
[01:26:14.180 --> 01:26:15.540]  And she dropped her shoes.
[01:26:15.880 --> 01:26:16.700]  Oh, wow, she's barefoot.
[01:26:16.720 --> 01:26:17.420]  Yeah, she's putting them on now.
[01:26:18.820 --> 01:26:21.540]  I think, obviously, dyed hair might be my toughest one.
[01:26:22.700 --> 01:26:25.460]  Mine's gonna be on the fence about entering. I think that one's gonna be tough.
[01:26:25.460 --> 01:26:28.140]  Also, just couple fighting her a regular fight.
[01:26:28.140 --> 01:26:29.080]  Oh, that's another barefoot.
[01:26:29.480 --> 01:26:30.020]  What was that?
[01:26:33.100 --> 01:26:35.080]  When it rains, it pours.
[01:26:40.840 --> 01:26:42.340]  But for you, it's like a happy rain.
[01:26:43.720 --> 01:26:44.020]  No.
[01:26:44.560 --> 01:26:45.580]  Like the sun comes out.
[01:26:47.300 --> 01:26:47.700]  No.
[01:26:48.300 --> 01:26:49.060]  It's rainin' toes.
[01:26:50.120 --> 01:26:51.260]  The clouds part.
[01:26:52.160 --> 01:26:52.900]  Toes are gross.
[01:26:53.360 --> 01:26:53.760]  Hallelujah.
[01:26:55.700 --> 01:26:57.600]  Toes are gross. Arches are where it's at.
[01:26:57.660 --> 01:26:59.280]  Absolutely. He told me all about it.
[01:27:00.780 --> 01:27:02.440]  I just have flat feet.
[01:27:05.360 --> 01:27:06.760]  So the arch is interesting.
[01:27:09.180 --> 01:27:11.280]  Nick, you get $48,000.
[01:27:12.440 --> 01:27:14.340]  But your heels are in the middle.
[01:27:17.520 --> 01:27:17.920]  Here?
[01:27:20.040 --> 01:27:24.000]  So, do they slide back temporarily, or how does it work?
[01:27:24.300 --> 01:27:26.080]  It's just your heel, where it is now, is in the middle.
[01:27:26.360 --> 01:27:27.720]  You gotta, like, rock on it.
[01:27:30.380 --> 01:27:31.340]  $48,000?
[01:27:31.340 --> 01:27:32.260]  That's a terrible idea.
[01:27:32.860 --> 01:27:33.300]  Tax-free?
[01:27:33.740 --> 01:27:34.280]  Tax-free.
[01:27:37.660 --> 01:27:41.540]  Is he just getting tiny feet, or is he getting an additional heel?
[01:27:42.620 --> 01:27:44.440]  No, the rest of his arch will be at the back.
[01:27:45.960 --> 01:27:46.280]  What?
[01:27:47.080 --> 01:27:51.140]  So is it just like, I'm shifting forward, and there's an arch back here?
[01:27:51.460 --> 01:27:55.460]  Yeah, like, some of the middle goes behind your ankle.
[01:27:56.840 --> 01:27:57.860]  Am I a parrot?
[01:28:00.840 --> 01:28:03.200]  It is, you get a little parrot-footed, yeah.
[01:28:03.380 --> 01:28:04.540]  I'm not quite sure how it would work.
[01:28:04.800 --> 01:28:08.520]  Alright, Nick, you get $1,000,000 tax-free.
[01:28:08.820 --> 01:28:12.160]  But you have parrot feet for the rest of your life.
[01:28:14.300 --> 01:28:15.840]  They're full-size, you know.
[01:28:16.120 --> 01:28:16.640]  Give me the money.
[01:28:17.480 --> 01:28:17.820]  Wow.
[01:28:17.820 --> 01:28:19.600]  You would take a million dollars to have parrot feet?
[01:28:19.600 --> 01:28:21.040]  Fuck it, dude, I'll wear shoes, I don't care.
[01:28:21.820 --> 01:28:22.920]  Dude, I don't, can you wear...
[01:28:22.920 --> 01:28:23.240]  What shoes would you wear?
[01:28:23.240 --> 01:28:24.340]  It might be incredibly painful.
[01:28:25.240 --> 01:28:25.940]  You think it'd be painful?
[01:28:26.180 --> 01:28:27.620]  They're fucking wide-ass, parrot feet.
[01:28:27.620 --> 01:28:28.580]  I could hang upside down.
[01:28:29.120 --> 01:28:29.560]  That's true.
[01:28:30.000 --> 01:28:31.180]  Like a bat.
[01:28:31.260 --> 01:28:32.480]  She's fucking littered.
[01:28:32.560 --> 01:28:33.620]  You suck, lady.
[01:28:34.380 --> 01:28:34.680]  Man.
[01:28:35.140 --> 01:28:35.680]  Motherfucker.
[01:28:35.840 --> 01:28:40.360]  For some reason, cigarettes just don't count as litter for some people.
[01:28:42.180 --> 01:28:42.720]  Goddamn.
[01:28:43.560 --> 01:28:52.180]  Looks like the stroke of midnight has occurred in Key West, so I think it's a bachelorette party.
[01:28:52.640 --> 01:28:53.900]  Oh, she was just congratulated.
[01:28:54.360 --> 01:29:02.070]  Well, I was five away.
[01:29:02.350 --> 01:29:02.550]  Yeah.
[01:29:03.770 --> 01:29:04.130]  Tough.
[01:29:05.810 --> 01:29:06.530]  Five away.
[01:29:08.530 --> 01:29:09.710]  Much closer than anybody else.
[01:29:09.730 --> 01:29:10.090]  It's incredible.
[01:29:10.230 --> 01:29:10.990]  I won two cakes.
[01:29:11.230 --> 01:29:11.650]  What a time.
[01:29:12.090 --> 01:29:12.650]  Yeah, where are they?
[01:29:13.990 --> 01:29:14.510]  I don't know.
[01:29:14.530 --> 01:29:15.530]  Wait for him when he gets home.
[01:29:15.570 --> 01:29:16.210]  Yeah, yeah, I mean...
[01:29:16.210 --> 01:29:18.630]  He texted the biker earlier and said, have the cakes ready.
[01:29:18.630 --> 01:29:19.570]  I said two, he said two cakes.
[01:29:20.450 --> 01:29:21.030]  That was a chug.
[01:29:21.310 --> 01:29:22.230]  That was a head-shooting chug.
[01:29:25.750 --> 01:29:26.110]  Let's...
[01:29:26.110 --> 01:29:28.090]  I want to see one more thing.
[01:29:28.090 --> 01:29:29.850]  You want to give it like...
[01:29:29.850 --> 01:29:31.990]  See what the next thing we can get is and then call it?
[01:29:32.050 --> 01:29:33.470]  What's like the last thing we get?
[01:29:33.570 --> 01:29:35.750]  Let's see, we're on the lookout for one last thing.
[01:29:36.750 --> 01:29:37.670]  See what it'll be.
[01:29:39.090 --> 01:29:40.150]  That guy's chugging it.
[01:29:40.830 --> 01:29:41.870]  Nobody needs that.
[01:29:44.170 --> 01:29:45.430]  That's my problem with this, though.
[01:29:45.490 --> 01:29:46.430]  I just, I can't stop.
[01:29:46.650 --> 01:29:47.290]  It's hard to look away.
[01:29:50.230 --> 01:29:51.230]  It is hard to look away.
[01:29:51.950 --> 01:29:55.790]  And now that this channel's not on YouTube anymore, I never think to go check it out.
[01:29:55.790 --> 01:29:56.970]  Like, on TV.
[01:29:57.810 --> 01:29:59.270]  So they just have it on their own...
[01:29:59.270 --> 01:29:59.750]  So I never watch it anymore.
[01:29:59.850 --> 01:30:00.690]  On their own site now?
[01:30:00.890 --> 01:30:01.050]  Yeah.
[01:30:01.810 --> 01:30:02.950]  Why did they take it off YouTube?
[01:30:03.410 --> 01:30:03.930]  I don't know.
[01:30:05.250 --> 01:30:06.050]  I assume...
[01:30:06.050 --> 01:30:07.050]  Is it because we were watching it?
[01:30:07.950 --> 01:30:10.470]  Yeah, it's getting too popular if I were to take it off YouTube.
